자백,jabaek,jabaeg,chabaek,capayk
또다시,ttodasi,ttodasi,ttodasi,ttotasi
또한,ttohan,ttohan,ttohan,ttohan
똑같다,ttokgatda,ttoggatda,ttokkatta,ttokqkathqta
똑같이,ttokgachi,ttoggat-i,ttokkachi,ttokqkath.i
똑똑,ttokttok,ttogttog,ttokttok,ttokttok
똑똑이,ttokttogi,ttogttog-i,ttokttogi,ttokttok.i
똑똑하다,ttokttokhada,ttogttog-hada,ttokttokhada,ttokttok.hata
똑바로,ttokbaro,ttogbalo,ttokparo,ttokqpalo
똠얌,ttomyam,ttom-yam,ttomyam,ttom.yam
똥개,ttonggae,ttonggae,ttongkae,ttongqkay
똥남아,Ttongnama,Ttongnam-a,Ttongnama,Ttongnam.a
똥싸다,ttongssada,ttongssada,ttongssada,ttongssata
똥양인,ttong-yang-in,ttong-yang-in,ttongyangin,ttong.yang.in
똥차,ttongcha,ttongcha,ttongch'a,ttongcha
똥침,ttongchim,ttongchim,ttongch'im,ttongchim
뙤약볕,ttoeyakbyeot,ttoeyagbyeot,ttoeyakpyŏt,ttoyyakqpyeth
뚜껑,ttukkeong,ttukkeong,ttukkŏng,ttwukkeng
뚜렷하다,tturyeothada,ttulyeoshada,tturyŏthada,ttwulyeshata
뚝배기,ttukbaegi,ttugbaegi,ttukpaegi,ttwukqpayki
뚝섬,ttukseom,ttugseom,ttuksŏm,ttwukqsem
뚫다,ttulta,ttulhda,ttult'a,ttwulhta
뚫리다,ttullida,ttulhlida,ttullida,ttwulhlita
뚱뚱하다,ttungttunghada,ttungttunghada,ttungttunghada,ttwungttwunghata
뛰다,ttwida,ttwida,ttwida,ttwita
뛰르끼예,Ttwireukkiye,Ttwileukkiye,Ttwirŭkkiye,Ttwilukkiyey
뛰어가다,ttwieogada,ttwieogada,ttwiŏgada,ttwiekata
뛰어나다,ttwieonada,ttwieonada,ttwiŏnada,ttwienata
뛰어넘다,ttwieoneomda,ttwieoneomda,ttwiŏnŏmta,ttwienemqta
뛰어다니다,ttwieodanida,ttwieodanida,ttwiŏdanida,ttwietanita
뛰어들다,ttwieodeulda,ttwieodeulda,ttwiŏdŭlda,ttwietulta
뜨거워지다,tteugeowojida,tteugeowojida,ttŭgŏwŏjida,ttukewecita
뜨겁다,tteugeopda,tteugeobda,ttŭgŏpta,ttukepqta
뜨다,tteuda,tteuda,ttŭda,ttuta
뜨락또르,tteurakttoreu,tteulagttoleu,ttŭrakttorŭ,ttulakttolu
뜨리다,tteurida,tteulida,ttŭrida,ttulita
뜬소문,tteunsomun,tteunsomun,ttŭnsomun,ttunsomun
뜯다,tteutda,tteudda,ttŭtta,ttutqta
뜰,tteul,tteul,ttŭl,ttul
뜸하다,tteumhada,tteumhada,ttŭmhada,ttumhata
뜻밖,tteutbak,tteusbakk,ttŭtpak,ttusqpakk
뜻밖에,tteutbakke,tteusbakk-e,ttŭtpakke,ttusqpakk.ey
뜻하다,tteuthada,tteushada,ttŭthada,ttushata
띄다,ttuida,ttuida,ttŭida,ttūyta
띠다,ttida,ttida,ttida,ttīta
띠동갑,ttidonggap,ttidonggab,ttidonggap,ttitongkap
띠무늬물범,ttimunuimulbeom,ttimunuimulbeom,ttimunŭimulbŏm,ttimunuymulpem
띵호아,ttinghoa,ttinghoa,ttinghoa,ttinghoa
라고스,Ragoseu,Lagoseu,Ragosŭ,Lakosu
라돈,radon,ladon,radon,laton
라듐,radyum,ladyum,radyum,latyum
라디에이터,radieiteo,ladieiteo,radieit'ŏ,latieyithe
라디오,radio,ladio,radio,latio
라며,ramyeo,lamyeo,ramyŏ,lamye
라면,ramyeon,lamyeon,ramyŏn,lamyen
라바트,Rabateu,Labateu,Rabat'ŭ,Lapathu
라벨,rabel,label,rabel,lapeyl
라볶이,rabokki,labokk-i,rabokki,lapokk.i
라서,raseo,laseo,rasŏ,lase
라선,Raseon,Laseon,Rasŏn,Lasen
라오스,Raoseu,Laoseu,Raosŭ,Laosu
라우터,rauteo,lauteo,raut'ŏ,lawuthe
라운지,raunji,launji,raunji,lawunci
라이벌,raibeol,laibeol,raibŏl,laipel
라이베리아,Raiberia,Laibelia,Raiberia,Laipeylia
라이선스,raiseonseu,laiseonseu,raisŏnsŭ,laisensu
라이터,raiteo,laiteo,rait'ŏ,laithe
라이터돌,raiteodol,laiteodol,rait'ŏdol,laithetol
라이트세이버,raiteuseibeo,laiteuseibeo,rait'ŭseibŏ,laithuseyipe
라이플,raipeul,laipeul,raip'ŭl,laiphul
라인,rain,lain,rain,lain
라임,raim,laim,raim,laim
라자냐,rajanya,lajanya,rajanya,lacanya
라트비아,Rateubia,Lateubia,Rat'ŭbia,Lathupia
라틴,ratin,latin,rat'in,lathin
라파스,Rapaseu,Lapaseu,Rap'asŭ,Laphasu
라파엘,rapa-el,lapa-el,rap'ael,laphaeyl
라한,rahan,lahan,rahan,lahan
락사,raksa,lagsa,raksa,lakqsa
란제리,ranjeri,lanjeli,ranjeri,lanceyli
란타넘,rantaneom,lantaneom,rant'anŏm,lanthanem
랍비,rapbi,labbi,rappi,lapqpi
랜섬웨어,raenseomweeo,laenseom-weeo,raensŏmweŏ,laynsem.weye
랜턴,raenteon,laenteon,raent'ŏn,laynthen
랠리,raelli,laelli,raelli,laylli
램프,raempeu,laempeu,raemp'ŭ,laymphu
랩톱,raeptop,laebtob,raept'op,laypthop
랴오닝,Ryaoning,Lyaoning,Ryaoning,Lyaoning
략어,ryageo,lyag-eo,ryagŏ,lyak.e
러더포듐,reodeopodyum,leodeopodyum,rŏdŏp'odyum,letephotyum
러브호텔,reobeuhotel,leobeuhotel,rŏbŭhot'el,lepuhotheyl
러시아,Reosia,Leosia,Rŏsia,Lesia
러시아 연방,Reosia yeonbang,Leosia yeonbang,Rŏsia yŏnbang,Lesia yenpang
러시아말,reosiamal,leosiamal,rŏsiamal,lesiamal
러시아어,reosia-eo,leosia-eo,rŏsiaŏ,lesiae
럭비,reokbi,leogbi,rŏkpi,lekqpi
런던,Reondeon,Leondeon,Rŏndŏn,Lenten
럼,reom,leom,rŏm,lem
레늄,renyum,lenyum,renyum,leynyum
레닌그라드,Renin-geuradeu,Leningeuladeu,Renin'gŭradŭ,Leyninkulatu
레몬,remon,lemon,remon,leymon
레바논,Rebanon,Lebanon,Rebanon,Leypanon
레소토,Resoto,Lesoto,Resot'o,Leysotho
레스토랑,reseutorang,leseutolang,resŭt'orang,leysutholang
레슬링,reseulling,leseulling,resŭlling,leysulling
레위니옹,Rewiniong,Lewiniong,Rewiniong,Leywiniong
레이저,reijeo,leijeo,reijŏ,leyice
레이캬비크,Reikyabikeu,Leikyabikeu,Reik'yabik'ŭ,Leyikhyapikhu
레인지,reinji,leinji,reinji,leyinci
레즈비언,rejeubieon,lejeubieon,rejŭbiŏn,leycupien
레코드,rekodeu,lekodeu,rek'odŭ,leykhotu
레퍼토리,repeotori,lepeotoli,rep'ŏt'ori,leyphetholi
렌즈,renjeu,lenjeu,renjŭ,leyncu
력사,ryeoksa,lyeogsa,ryŏksa,lyekqsa
련방,ryeonbang,lyeonbang,ryŏnbang,lyenpang
렬도,ryeoldo,lyeoldo,ryŏlto,lyelqto
령도자,ryeongdoja,lyeongdoja,ryŏngdoja,lyengtoca
로고,rogo,logo,rogo,loko
로그,rogeu,logeu,rogŭ,loku
로동,rodong,lodong,rodong,lotong
로듐,rodyum,lodyum,rodyum,lotyum
로렌슘,rorensyum,lolensyum,rorensyum,loleynsyum
로마,Roma,Loma,Roma,Loma
로마 제국,Roma jeguk,Loma jegug,Roma cheguk,Loma ceykwuk
로마자,romaja,lomaja,romaja,lomaca
로망스,romangseu,lomangseu,romangsŭ,lomangsu
로맨스,romaenseu,lomaenseu,romaensŭ,lomaynsu
로맨틱하다,romaentikhada,lomaentig-hada,romaent'ikhada,lomaynthik.hata
로메,Rome,Lome,Rome,Lomey
로므니아,Romeunia,Lomeunia,Romŭnia,Lomunia
로봇,robot,lobos,robot,lopos
로사리오,rosario,losalio,rosario,losalio
로스앤젤레스,Roseuaenjelleseu,Loseuaenjelleseu,Rosŭaenjellesŭ,Losuaynceylleysu
로씨야,Rossiya,Lossiya,Rossiya,Lossiya
로씨야 련방,Rossiya ryeonbang,Lossiya lyeonbang,Rossiya ryŏnbang,Lossiya lyenpang
로조,Rojo,Lojo,Rojo,Loco
로켓,roket,lokes,rok'et,lokheys
로키,roki,loki,rok'i,lokhi
로토,roto,loto,rot'o,lotho
롤러코스터,rolleokoseuteo,lolleokoseuteo,rollŏk'osŭt'ŏ,lollekhosuthe
롭다,ropda,lobda,ropta,lopqta
롯,Rot,Los,Rot,Los
뢴트게늄,roenteugenyum,loenteugenyum,roent'ŭgenyum,loynthukeynyum
뢴트겐,roenteugen,loenteugen,roent'ŭgen,loynthukeyn
료리,ryori,lyoli,ryori,lyoli
료법,ryobeop,lyobeob,ryobŏp,lyopep
루마니아,Rumania,Lumania,Rumania,Lwumania
루멘,rumen,lumen,rumen,lwumeyn
루바슈카,rubasyuka,lubasyuka,rubasyuk'a,lwupasyukha
루블,rubeul,lubeul,rubŭl,lwupul
루비듐,rubidyum,lubidyum,rubidyum,lwupityum
루사카,Rusaka,Lusaka,Rusak'a,Lwusakha
루시,Rusi,Lusi,Rusi,Lwusi
루안다,Ruanda,Luanda,Ruanda,Lwuanta
루카,ruka,luka,ruk'a,lwukha
루테늄,rutenyum,lutenyum,rut'enyum,lwutheynyum
루테튬,rutetyum,lutetyum,rut'et'yum,lwutheythyum
루페,rupe,lupe,rup'e,lwuphey
룩셈부르크,Ruksembureukeu,Lugsembuleukeu,Ruksemburŭk'ŭ,Lwukqseympulukhu
룰렛,rullet,lulles,rullet,lwulleys
룸메이트,rummeiteu,lummeiteu,rummeit'ŭ,lwummeyithu
류블랴나,Ryubeullyana,Lyubeullyana,Ryubŭllyana,Lyupullyana
륙,ryuk,lyug,ryuk,lyuk
륙십,ryuksip,lyugsib,ryuksip,lyukqsip
르네상스,reunesangseu,leunesangseu,rŭnesangsŭ,luneysangsu
르완다,reuwanda,leuwanda,rŭwanda,luwanta
리가,Riga,Liga,Riga,Lika
리그,rigeu,ligeu,rigŭ,liku
리눅스,Rinukseu,Linugseu,Rinuksŭ,Linwukqsu
리더,rideo,lideo,ridŏ,lite
리듬,rideum,lideum,ridŭm,litum
리모넨,rimonen,limonen,rimonen,limoneyn
리모컨,rimokeon,limokeon,rimok'ŏn,limokhen
리무진,rimujin,limujin,rimujin,limucin
리버모륨,ribeomoryum,libeomolyum,ribŏmoryum,lipemolyum
리본,ribon,libon,ribon,lipon
리브르빌,Ribeureubil,Libeuleubil,Ribŭrŭbil,Lipulupil
리비도,ribido,libido,ribido,lipito
리비아,Ribia,Libia,Ribia,Lipia
리셉션,risepsyeon,lisebsyeon,rissepsyŏn,liqseypqsyen
리스본,Riseubon,Liseubon,Risŭbon,Lisupon
리야드,Riyadeu,Liyadeu,Riyadŭ,Liyatu
리어카,rieoka,lieoka,riŏk'a,liekha
리옹,Riong,Liong,Riong,Liong
리우데자네이루,riudejaneiru,liudejaneilu,riudejaneiru,liwuteycaneyilwu
리원,riwon,liwon,riwŏn,liwen
리을,rieul,lieul,riŭl,liul
리큐어,rikyueo,likyueo,rik'yuŏ,likhyue
리터,riteo,liteo,rit'ŏ,lithe
리투아니아,Rituania,Lituania,Rit'uania,Lithwuania
리튬,rityum,lityum,rit'yum,lithyum
리포트,ripoteu,lipoteu,rip'ot'ŭ,liphothu
리히텐슈타인,Rihitensyutain,Lihitensyutain,Rihit'ensyut'ain,Lihitheynsyuthain
린스,rinseu,linseu,rinsŭ,linsu
릴,ril,lil,ril,lil
릴롱궤,Rillonggwe,Lillonggwe,Rillonggwe,Lillongkwey
릴리스,rilliseu,lilliseu,rillisŭ,lillisu
립스틱,ripseutik,libseutig,ripsŭt'ik,lipqsuthik
링,ring,ling,ring,ling
링크,ringkeu,lingkeu,ringk'ŭ,lingkhu
마가린,magarin,magalin,magarin,makalin
마구,magu,magu,magu,makwu
마구간,magugan,magugan,magukan,mākwuqkan
마그네슘,mageunesyum,mageunesyum,magŭnesyum,makuneysyum
마나과,Managwa,Managwa,Managwa,Manakwa
마나마,Manama,Manama,Manama,Manama
마네킹,maneking,maneking,manek'ing,maneykhing
마녀,manyeo,manyeo,manyŏ,manye
마누라,manura,manula,manura,manwula
마니다,manida,manida,manida,manita
마닐라,Manilla,Manilla,Manilla,Manilla
마다가스카르,Madagaseukareu,Madagaseukaleu,Madagasŭk'arŭ,Matakasukhalu
마당,madang,madang,madang,matang
마드라스,Madeuraseu,Madeulaseu,Madŭrasŭ,Matulasu
마드리드,Madeurideu,Madeulideu,Madŭridŭ,Matulitu
마디,madi,madi,madi,mati
마땅하다,mattanghada,mattanghada,mattanghada,mattanghata
마력,maryeok,malyeog,maryŏk,mālyek
마련,maryeon,malyeon,maryŏn,malyen
마련되다,maryeondoeda,malyeondoeda,maryŏndoeda,malyentoyta
마련하다,maryeonhada,malyeon-hada,maryŏnhada,malyen.hata
마루,maru,malu,maru,malwu
마르다,mareuda,maleuda,marŭda,maluta
마르멜로,mareumello,maleumello,marŭmello,malumeyllo
마르스,Mareuseu,Maleuseu,Marŭsŭ,Malusu
마르코,mareuko,maleuko,marŭk'o,malukho
마르크스주의,mareukeuseujuui,maleukeuseujuui,marŭk'ŭsŭjuŭi,malukhusucwuuy
마르티니크,Mareutinikeu,Maleutinikeu,Marŭt'inik'ŭ,Maluthinikhu
마름모,mareummo,maleummo,marŭmmo,malummo
마리,mari,mali,mari,mali
마리화나,marihwana,malihwana,marihwana,malihwana
마마,mama,mama,mama,māma
마멀레이드,mameolleideu,mameolleideu,mamŏlleidŭ,mamelleyitu
마멋,mameot,mameos,mamŏt,mames
마무르다,mamureuda,mamuleuda,mamurŭda,mamuluta
마무리,mamuri,mamuli,mamuri,mamuli
마무리하다,mamurihada,mamulihada,mamurihada,mamulihata
마법,mabeop,mabeob,mabŏp,mapep
마법사,mabeopsa,mabeobsa,mabŏpsa,mapepqsa
마비,mabi,mabi,mabi,māpi
마사지,masaji,masaji,masaji,masaci
마사지하다,masajihada,masajihada,masajihada,masacihata
마세루,Maseru,Maselu,Maseru,Maseylwu
마셜 제도,Masyeol jedo,Masyeol jedo,Masyŏl chedo,Masyel ceyto
마술,masul,masul,masul,maswul
마술사,masulsa,masulsa,masulssa,maswulqsa
마스카라,maseukara,maseukala,masŭk'ara,masukhala
마스크,maseukeu,maseukeu,masŭk'ŭ,masukhu
마스터베이션,maseuteobeisyeon,maseuteobeisyeon,masŭt'ŏbeisyŏn,masuthepeyisyen
마약,mayak,mayag,mayak,mayak
마요네즈,mayonejeu,mayonejeu,mayonejŭ,mayoneycu
마우스,mauseu,mauseu,mausŭ,mawusu
마유,mayu,mayu,mayu,māyu
마육,mayuk,mayug,mayuk,māyuk
마을,ma-eul,ma-eul,maŭl,maul
마음대로,ma-eumdaero,ma-eumdaelo,maŭmdaero,maumtaylo
마음속,ma-eumsok,ma-eumsog,maŭmsok,māumsok
마음에 들다,ma-eume deulda,ma-eum-e deulda,maŭme tŭlda,maum.ey tulta
마이애미,Maiaemi,Maiaemi,Maiaemi,Maiaymi
마이크,maikeu,maikeu,maik'ŭ,maikhu
마이크로버스,maikeurobeoseu,maikeulobeoseu,maik'ŭrobŏsŭ,maikhulopesu
마이크로파,maikeuropa,maikeulopa,maik'ŭrop'a,maikhulopha
마이크로폰,maikeuropon,maikeulopon,maik'ŭrop'on,maikhulophon
마이크로프로세서,maikeuropeuroseseo,maikeulopeuloseseo,maik'ŭrop'ŭrosesŏ,maikhulophuloseyse
마이트너륨,maiteuneoryum,maiteuneolyum,mait'ŭnŏryum,maithunelyum
마일,mail,mail,mail,mail
마작,majak,majag,majak,mācak
마장,majang,majang,majang,macang
마주,maju,maju,maju,macwu
마주치다,majuchida,majuchida,majuch'ida,macwuchita
마중하다,majunghada,majunghada,majunghada,macwunghata
마지막,majimak,majimag,majimak,macimak
마차,macha,macha,mach'a,mācha
마찬가지,machan-gaji,machangaji,mach'an'gaji,machankaci
마천루,macheollu,macheonlu,mach'ŏllu,machenlwu
마취,machwi,machwi,mach'wi,machwi
마치,machi,machi,mach'i,machi
마치다,machida,machida,mach'ida,machita
